"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","NumWords","NumSentences","AfinnScale","SyuzhetScale","BingScale","CoreNLPScale","AfinnSentiment","SyuzhetSentiment","BingSentiment","CoreNLPSentiment"
"293","rn369372413","Robert C","Toronto","146 reviews","Best of Andalusia",5,"01/05/2016","We've traveled the world and seen quite a few amazing venues. This has to rate as near the top. Wow! This Mosque-Cathedral is spectacular with 850 pillars and arches. They are made of alternating layers of granite, jasper and marble. We were blown away by the size of the place. We watched hundreds of people stream in and imagined a very crowded venue. But we have photos with no one in them. It's breathtaking! You will never see anything more unique and awe inspiring! It's a 'must see' venue.",118,"Best of Andalusia. We've traveled the world and seen quite a few amazing venues. This has to rate as near the top. Wow! This Mosque-Cathedral is spectacular with 850 pillars and arches. They are made of alternating layers of granite, jasper and marble. We were blown away by the size of the place. We watched hundreds of people stream in and imagined a very crowded venue. But we have photos with no one in them. It's breathtaking! You will never see anything more unique and awe inspiring! It's a 'must see' venue.",89,11,0.681818181818182,0.681818181818182,0.727272727272727,0.613636363636364,"positive","positive","positive","positive"
"294","rn369341851","happy484","Copthorne, United Kingdom","18 reviews","Wow This is magnificent",5,"01/05/2016","I first saw the Mezquita about 12 years ago. I was overwhelmed. This building had been built by the Moors when they ruled Southern Spain about 800 years ago. When the Moors were conquered the Christians then build a cathedral inside it's walls. There is so much to see and photos are allowed to be taken. This place is popular with tour groups but it is so big everyone can go in together and view at the same time. You can join a guided tour at a small price. If you go there by car park down on the side street by the old bridge as it gets very congested in Cordoba town and hard to park.",118,"Wow This is magnificent. I first saw the Mezquita about 12 years ago. I was overwhelmed. This building had been built by the Moors when they ruled Southern Spain about 800 years ago. When the Moors were conquered the Christians then build a cathedral inside it's walls. There is so much to see and photos are allowed to be taken. This place is popular with tour groups but it is so big everyone can go in together and view at the same time. You can join a guided tour at a small price. If you go there by car park down on the side street by the old bridge as it gets very congested in Cordoba town and hard to park.",117,5,0.5625,0.625,0.4375,0.40625,"neutral","positive","neutral","neutral"
"295","rn369141431","TheRayview","Abu Dhabi, United Arab Emirates","86 reviews","What ca blend of cultures and religious monuments !!!!",5,"01/05/2016","This is a must see in Cordoba, it is so majestic and culturally en-lighting. the blend of religious architecture is beautiful ... a fascinating experience , especially if you know both religions and the significance of each monument architecture ....",118,"What ca blend of cultures and religious monuments !!!!. This is a must see in Cordoba, it is so majestic and culturally en-lighting. the blend of religious architecture is beautiful ... a fascinating experience , especially if you know both religions and the significance of each monument architecture ....",40,4,0.833333333333333,1,1,1,"positive","positive","positive","positive"
"296","rn369052809","Angelry_1","Australia","107 reviews","Most amazing building in the world. ",5,"30/04/2016","I have been around the world but this must be second to the Vatican in how amazing a church can be. Originally a mosque, the interior is still in the original style. Tip: the tickets are sold on the tower side of the courtyard, the entrance to the Cathedral is on the opposite side. The tower his only open certain times so be sure you check or you will miss out.",118,"Most amazing building in the world. . I have been around the world but this must be second to the Vatican in how amazing a church can be. Originally a mosque, the interior is still in the original style. Tip: the tickets are sold on the tower side of the courtyard, the entrance to the Cathedral is on the opposite side. The tower his only open certain times so be sure you check or you will miss out.",71,3,0.5,0.75,0.5,0.4375,"neutral","positive","neutral","neutral"
"297","rn368955821","45traveller","Ottawa, Canada","8 reviews","the whole story in one building",5,"30/04/2016","Well, if you are going to Andalusia and you have the least interest in cultural history, you must see this place. It shows you the connections amongst money, power, politics and religion like nothing else. Go there, and contemplate our humanity-flaws, imperfections and aspirations towards spiritual revelation.",119,"the whole story in one building. Well, if you are going to Andalusia and you have the least interest in cultural history, you must see this place. It shows you the connections amongst money, power, politics and religion like nothing else. Go there, and contemplate our humanity-flaws, imperfections and aspirations towards spiritual revelation.",47,3,0.833333333333333,1,1,0.416666666666667,"positive","positive","positive","neutral"
"298","rn368939244","Tasmin G","","52 reviews","Cheap and good ",4,"30/04/2016","Interesting if you are into history, about 16 euro for two people and 7 euros total for the audio guides. Recommend getting the audio guide, you do need to leave an ID card to get an audio guide.We took about an hour, using the audio guide. The change between Catholic and Arabic use is interesting. The Catholic history can be quite heavy.If you're lucky there may be a wedding taking place in the Cathedral, live music etc which added atmosphere.There are several benches for those lessAble to stand for long periods of time.</p>",119,"Cheap and good . Interesting if you are into history, about 16 euro for two people and 7 euros total for the audio guides. Recommend getting the audio guide, you do need to leave an ID card to get an audio guide.We took about an hour, using the audio guide. The change between Catholic and Arabic use is interesting. The Catholic history can be quite heavy.If you're lucky there may be a wedding taking place in the Cathedral, live music etc which added atmosphere.There are several benches for those lessAble to stand for long periods of time.</p>",93,4,0.785714285714286,0.857142857142857,0.785714285714286,0.4,"positive","positive","positive","negative"
"299","rn368935325","grascots","Plymouth, United Kingdom","78 reviews","Exceeded my Expectations",5,"30/04/2016","The Mosque-Cathedral is a must see if in the vicinity. We drove 120 miles from Fuengirolla and did not regret it.The photos do not do it justice and I would recommend a guided tour as the history and background information cannot be gained just by walking around.This would be up there with any attraction I have seen on my travels.",119,"Exceeded my Expectations. The Mosque-Cathedral is a must see if in the vicinity. We drove 120 miles from Fuengirolla and did not regret it.The photos do not do it justice and I would recommend a guided tour as the history and background information cannot be gained just by walking around.This would be up there with any attraction I have seen on my travels.",60,1,0.625,0.625,0.625,0.375,"positive","positive","positive","negative"
"300","rn368917009","travelwithmisty","panama city","563 reviews","Amazing!",5,"30/04/2016","In order to understand the history of the masque and cathedral, hire a guide for the history. The mosque was actually added onto 3 times throughout the centuries. The paintings and silver items are still intact because the city was never really conquered through the centuries. It takes about an hour to see the Mosque and Cathedral.",119,"Amazing!. In order to understand the history of the masque and cathedral, hire a guide for the history. The mosque was actually added onto 3 times throughout the centuries. The paintings and silver items are still intact because the city was never really conquered through the centuries. It takes about an hour to see the Mosque and Cathedral.",57,3,0.625,0.75,0.5,0.5625,"positive","positive","neutral","neutral"
"301","rn368812310","Dr_B_Maitra","Kolkata, India","433 reviews","Must see place",5,"29/04/2016","If you are given a choice as to which is the only place you want to see in Cordoba, select this place without battling an eyelid as probably there isn't a second place like this in this world. Long queues before you buy your ticket and enter. You are greeted with hundreds of arches sporting the red and white colour, beautifully lit. Then you get to see the grand cathedral which was built by the side of the Mosque. Keep aside at least 3-4 hours in hand to properly explore this place.",119,"Must see place. If you are given a choice as to which is the only place you want to see in Cordoba, select this place without battling an eyelid as probably there isn't a second place like this in this world. Long queues before you buy your ticket and enter. You are greeted with hundreds of arches sporting the red and white colour, beautifully lit. Then you get to see the grand cathedral which was built by the side of the Mosque. Keep aside at least 3-4 hours in hand to properly explore this place.",92,4,0.8,0.9,0.9,0.5,"positive","positive","positive","neutral"
"302","rn368793887","Cinzia279","Milan, Italy","54 reviews","Fantastic",5,"29/04/2016","The church is really fantastic: the old mosque is spectacular. The Christian church is too loaded of decorations, but this is my personal view. It's a must in Córdoba",119,"Fantastic. The church is really fantastic: the old mosque is spectacular. The Christian church is too loaded of decorations, but this is my personal view. It's a must in Córdoba",29,3,0.666666666666667,0.833333333333333,0.666666666666667,0.75,"positive","positive","positive","positive"
"303","rn368731710","RobertBovington","Roquetas de Mar, Spain","108 reviews","One of the treasures of Andalucía",5,"29/04/2016","Córdoba's greatest surviving monument to the city's magnificent past is its Grand Mosque – the Mezquita. It is big - so massive that a Gothic cathedral was built inside the mosque - and lots of chapels!The interior of the mosque is spectacular – a forest of pillars and arches. 856 of the granite, jasper and marble columns remain – some were removed to make way for the Christian parts of the building. Horseshoe-shaped arches consisting of alternating red brick and white stone were placed above the lower pillars, which has given the Mezquita its distinctive character. Of course, there is much more to this magnificent building than pillars and arches! The Mihrab is particularly magnificent with its intricately carved marble ceiling and exquisitely decorated chambers with their Byzantine mosaics. All this ornamentation is in great contrast to the worn flagstones – an indication that many Muslims prayed here.The Villaviciosa and Capilla Real chapels are both quite splendid and are good examples of Mudéjar architecture.There used to be many entrances into the mosque but nowadays, the only one open to the public is the Puerta del Perdón. No self-respecting mosque should be without a patio where prospective worshippers can perform their ritual ablutions. The Patio de los Naranjos was used for this purpose. Visitors still pass through this delightful courtyard with its orange trees and fountains on their way into the Mezquita.The minaret of the mosque is no longer visible. It is enveloped in a Baroque bell tower – the Torre del Alminar.Finally, there is the Cathedral. Charles V later regretted the decision to build it within the Mezquita and many people since have agreed that its construction has devalued the mosque’s simple beauty. Nevertheless, the Cathedral has many impressive features, particularly the choir with its Baroque mahogany choir stalls that were carved by Pedro Duque Correjo in the 18th century. Anything this special ought to be afforded special protection and it is – UNESCO has declared the Mezquita a World Heritage site.Robert Bovington... April 2016",119,"One of the treasures of Andalucía. Córdoba's greatest surviving monument to the city's magnificent past is its Grand Mosque – the Mezquita. It is big - so massive that a Gothic cathedral was built inside the mosque - and lots of chapels!The interior of the mosque is spectacular – a forest of pillars and arches. 856 of the granite, jasper and marble columns remain – some were removed to make way for the Christian parts of the building. Horseshoe-shaped arches consisting of alternating red brick and white stone were placed above the lower pillars, which has given the Mezquita its distinctive character. Of course, there is much more to this magnificent building than pillars and arches! The Mihrab is particularly magnificent with its intricately carved marble ceiling and exquisitely decorated chambers with their Byzantine mosaics. All this ornamentation is in great contrast to the worn flagstones – an indication that many Muslims prayed here.The Villaviciosa and Capilla Real chapels are both quite splendid and are good examples of Mudéjar architecture.There used to be many entrances into the mosque but nowadays, the only one open to the public is the Puerta del Perdón. No self-respecting mosque should be without a patio where prospective worshippers can perform their ritual ablutions. The Patio de los Naranjos was used for this purpose. Visitors still pass through this delightful courtyard with its orange trees and fountains on their way into the Mezquita.The minaret of the mosque is no longer visible. It is enveloped in a Baroque bell tower – the Torre del Alminar.Finally, there is the Cathedral. Charles V later regretted the decision to build it within the Mezquita and many people since have agreed that its construction has devalued the mosque’s simple beauty. Nevertheless, the Cathedral has many impressive features, particularly the choir with its Baroque mahogany choir stalls that were carved by Pedro Duque Correjo in the 18th century. Anything this special ought to be afforded special protection and it is – UNESCO has declared the Mezquita a World Heritage site.Robert Bovington... April 2016",335,13,0.55,0.85,0.7,0.375,"neutral","positive","positive","negative"
"304","rn368478221","Steve1221612","","135 reviews","A must see",5,"28/04/2016","Ok, it's a cliche to say that this place is a must see, it's on the bucket list etc etc, but it really is. I would advise with a tour to put this amazing place's history into context.",119,"A must see. Ok, it's a cliche to say that this place is a must see, it's on the bucket list etc etc, but it really is. I would advise with a tour to put this amazing place's history into context.",38,3,0.75,0.5,0.5,0.625,"positive","neutral","neutral","positive"
"305","rn368426329","Morgan1390","Plumpton Green, United Kingdom","13 reviews","What a delight",5,"28/04/2016","This was a wonderful place to visit. So much to see both inside and out. I spent several hours during the afternoon just wandering around. In the evening it is all lit up.",119,"What a delight. This was a wonderful place to visit. So much to see both inside and out. I spent several hours during the afternoon just wandering around. In the evening it is all lit up.",33,5,0.625,0.5,0.625,0.6875,"positive","neutral","positive","positive"
"306","rn368422200","lupegolan","Israel","36 reviews","a must see!",5,"28/04/2016","While in Córdoba you must got to this amazing place....just breath-taking! amazing architecture of the Islamic period and the Christian one.",119,"a must see!. While in Córdoba you must got to this amazing place....just breath-taking! amazing architecture of the Islamic period and the Christian one.",21,3,0.833333333333333,1,0.833333333333333,0.875,"positive","positive","positive","positive"
"307","rn368254803","Carol R","","14 reviews","Incredible architecture.",5,"27/04/2016","Breathtaking! You will never see anything more unique and awe inspiring! It is one of the most 'must see' cities in Spain. </p>",120,"Incredible architecture.. Breathtaking! You will never see anything more unique and awe inspiring! It is one of the most 'must see' cities in Spain. </p>",23,2,0.75,0.75,0.75,0.625,"positive","positive","positive","positive"
"308","rn368164889","Anna240","Toulouse, France","98 reviews","Breath taking",5,"27/04/2016","We did 3 trips, you should try to see all the outer fabric,in the morning you may go in free between 8.30 and 9.30 downside some bits not open and hoovers make a lot of noise upside we heard the great organ been played if you can take it in bits it is so large (Tour guides can ruin your visit)",120,"Breath taking. We did 3 trips, you should try to see all the outer fabric,in the morning you may go in free between 8.30 and 9.30 downside some bits not open and hoovers make a lot of noise upside we heard the great organ been played if you can take it in bits it is so large (Tour guides can ruin your visit)",61,1,0.5,1,0,0.25,"neutral","positive","negative","negative"
"309","rn368150456","bjrijlaarsdam","","65 reviews","Beautiful place to visit",4,"27/04/2016","This is really beautiful place to visit. Especially in the high season it will be quit busy, but it is a must see! The Mosque–Cathedral of Córdoba has a variety of building styles. The combination of the Mosque and Cathedral is unique and hopefully one day both religions will be able to pray here in the Mezquita",120,"Beautiful place to visit. This is really beautiful place to visit. Especially in the high season it will be quit busy, but it is a must see! The Mosque–Cathedral of Córdoba has a variety of building styles. The combination of the Mosque and Cathedral is unique and hopefully one day both religions will be able to pray here in the Mezquita",57,3,0.75,0.75,0.75,0.5625,"positive","positive","positive","neutral"
"310","rn367936968","mcatm","New York City, New York","17 reviews","Fantastic and a must visit",5,"26/04/2016","Almost hard to take it all in in one visit. The historical discourse is mind boggling. The experience of it all takes time to digest.",120,"Fantastic and a must visit. Almost hard to take it all in in one visit. The historical discourse is mind boggling. The experience of it all takes time to digest.",25,2,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,"negative","positive","negative","positive"
"311","rn367929634","rlweishaar","milford, MA","15 reviews","Clearly a highlight!",5,"26/04/2016","We arrived fairly early in the AM, so it wasn't too busy. It was very impressive. The cathedral is very well maintained and it is fairly easy to navigate. Pictures are allowed, which isn't always the case. Allow a couple of hours, as it is quite large. And don't forget to schedule the tower tour, for great views of the surrounding area.",120,"Clearly a highlight!. We arrived fairly early in the AM, so it wasn't too busy. It was very impressive. The cathedral is very well maintained and it is fairly easy to navigate. Pictures are allowed, which isn't always the case. Allow a couple of hours, as it is quite large. And don't forget to schedule the tower tour, for great views of the surrounding area.",62,7,0.833333333333333,0.833333333333333,0.833333333333333,0.458333333333333,"positive","positive","positive","neutral"
"312","rn367583179","montCalifornia","california","98 reviews","Make a trip to Cordoba for this spectacular sight",5,"25/04/2016","We knew this would be the highlight of our trip to Cordoba. The mosque-cathedral has to be seen to be believed, and even then it defies description. Go, just go! And be prepared to be awestruck.",120,"Make a trip to Cordoba for this spectacular sight. We knew this would be the highlight of our trip to Cordoba. The mosque-cathedral has to be seen to be believed, and even then it defies description. Go, just go! And be prepared to be awestruck.",36,2,0.75,0.75,0.625,0.375,"positive","positive","positive","negative"
"313","rn367530473","TAlfi","Budapest, Hungary","36 reviews","One of the must see place in Cordoba",5,"25/04/2016","Fascinating experience, do not miss but be very patient to buy ticket and you also have to stay in the line to go in.",120,"One of the must see place in Cordoba. Fascinating experience, do not miss but be very patient to buy ticket and you also have to stay in the line to go in.",24,1,1,1,1,0.75,"positive","positive","positive","positive"
"314","rn367526078","Sorexman","Wolfville, Canada","26 reviews","An amazing experience!",5,"25/04/2016","A wonderful, truly amazing exprience. IF you can come to Cordoba to learn about this amazing period in the history of islam and catholicism, you should try to do it.",120,"An amazing experience!. A wonderful, truly amazing exprience. IF you can come to Cordoba to learn about this amazing period in the history of islam and catholicism, you should try to do it.",30,2,1,1,1,0.5,"positive","positive","positive","neutral"
"315","rn367517076","Pleasure-seeker95","Trim, Ireland","43 reviews","Transfixing",5,"25/04/2016","We had read the history of this amazing building but nothing prepared us for the reality of this amazing place. From the first moment we entered the interior we were absolutely speechless and overawed by the scope of it all - it's sheer size will take your breath away. Don't miss it. In my view second only to the Familia Sagreda in Barcelona which is totally different but equally awe inspiring.",120,"Transfixing. We had read the history of this amazing building but nothing prepared us for the reality of this amazing place. From the first moment we entered the interior we were absolutely speechless and overawed by the scope of it all - it's sheer size will take your breath away. Don't miss it. In my view second only to the Familia Sagreda in Barcelona which is totally different but equally awe inspiring.",71,4,0.625,0.75,0.625,0.625,"positive","positive","positive","positive"
"316","rn367407645","psz2015","Wiesbaden, Germany","6 reviews","Amazing",5,"25/04/2016","Unbelievable construction, athmosphere and beauty. Mixture of islamic and christian influences. Avoid the tourist rush hour to be able to enjoy the real beauty of it",120,"Amazing. Unbelievable construction, athmosphere and beauty. Mixture of islamic and christian influences. Avoid the tourist rush hour to be able to enjoy the real beauty of it",26,2,0.5,0.5,0.666666666666667,0.666666666666667,"neutral","neutral","positive","positive"
"317","rn367229628","Chiefbeard","Cordoba, Spain","4 reviews","Quite unique",4,"25/04/2016","Not to be missed. Closed on rainy Sunday lunchtime so a Tapas nearby then a fabulous visit. Many informative tours helped understand the history of the place.",121,"Quite unique. Not to be missed. Closed on rainy Sunday lunchtime so a Tapas nearby then a fabulous visit. Many informative tours helped understand the history of the place.",27,2,0.5,0.666666666666667,0.666666666666667,0.5,"neutral","positive","positive","neutral"
"318","rn367211766","Steven P","Harelbeke, Belgium","139 reviews","Impressive",5,"25/04/2016","The sheer size and beauty of this place is truly incredible. A must visit when in Cordoba. We visited late in the day (one hour before closing time) and there were almost no tourists so it was very quiet and peaceful there.",121,"Impressive. The sheer size and beauty of this place is truly incredible. A must visit when in Cordoba. We visited late in the day (one hour before closing time) and there were almost no tourists so it was very quiet and peaceful there.",42,3,0.666666666666667,1,0.833333333333333,0.583333333333333,"positive","positive","positive","neutral"
"319","rn367149614","Janita50","Melbourne, Australia","15 reviews","Amazing!",5,"25/04/2016","This mosque is amazing! Definitely worth a visit when you go to Cordoba whether you are religious or interested in architecture, or not ... you will still appreciate and be astounded by this incredible building.",121,"Amazing!. This mosque is amazing! Definitely worth a visit when you go to Cordoba whether you are religious or interested in architecture, or not ... you will still appreciate and be astounded by this incredible building.",35,3,1,1,1,0.875,"positive","positive","positive","positive"
"320","rn367098960","Meera K","","18 reviews","Totally Awesome!",5,"25/04/2016","This mosque - cathedral with it's amazing history and architecture leaves a permanent impression on one's mind. The fact that it is an huge structure with all the additions over the years which remained true to the original concept and portion, and panned across different religions makes it quite spectacular and a must see!",121,"Totally Awesome!. This mosque - cathedral with it's amazing history and architecture leaves a permanent impression on one's mind. The fact that it is an huge structure with all the additions over the years which remained true to the original concept and portion, and panned across different religions makes it quite spectacular and a must see!",54,3,1,1,1,0.875,"positive","positive","positive","positive"
"321","rn366967304","Dave1959","Rishton, England","14 reviews","Oh my goodness!",5,"24/04/2016","That's what my wife and I uttered simultaneously as we entered the Mezquita. Breathtaking. Such a vast space and the juxtaposition of the moorish decoration and Christian icons was interesting. The area around the Mezquita is full of touristy shops of course but pleasant all the same.",121,"Oh my goodness!. That's what my wife and I uttered simultaneously as we entered the Mezquita. Breathtaking. Such a vast space and the juxtaposition of the moorish decoration and Christian icons was interesting. The area around the Mezquita is full of touristy shops of course but pleasant all the same.",47,3,0.875,0.75,0.875,0.5625,"positive","positive","positive","neutral"
"322","rn366953948","Carol O","Leeds, United Kingdom","31 reviews","Do not miss this cathedral",5,"24/04/2016","There is no other cathedral in the world quite like this. The marriage of a mosque and cathedral is amazing to see.You need to sit and take in the whole building. We thoroughly enjoyed this visit",121,"Do not miss this cathedral. There is no other cathedral in the world quite like this. The marriage of a mosque and cathedral is amazing to see.You need to sit and take in the whole building. We thoroughly enjoyed this visit",36,3,0.75,1,0.875,0.583333333333333,"positive","positive","positive","neutral"
"323","rn366953246","Tobybou","Llandudno, United Kingdom","6 reviews","Visit",5,"24/04/2016","On holiday to Malaga we took a train excursion to visit the old Mosque Cathedral of Córdoba a well worth trip a enjoyable train journey with reserved seats, from the station we took a taxi to the Mosque, taxis now in Spain are very responsible that took us right to the door, to say the least this very old historic building taking us on a journey through time, of this very important area of Europe, plus the rest of the old town beautiful, nice cafés &amp; tapas bars",121,"Visit. On holiday to Malaga we took a train excursion to visit the old Mosque Cathedral of Córdoba a well worth trip a enjoyable train journey with reserved seats, from the station we took a taxi to the Mosque, taxis now in Spain are very responsible that took us right to the door, to say the least this very old historic building taking us on a journey through time, of this very important area of Europe, plus the rest of the old town beautiful, nice cafés &amp; tapas bars",88,1,1,1,1,0.75,"positive","positive","positive","positive"
"324","rn366884788","Vittorio N","","27 reviews","A must",5,"24/04/2016","This place is amazing. If you have only two hours in Cordoba, use them to visit it. There is actual poetry in the way in which Moorish arches are organised.",121,"A must. This place is amazing. If you have only two hours in Cordoba, use them to visit it. There is actual poetry in the way in which Moorish arches are organised.",30,4,0.666666666666667,1,0.666666666666667,0.666666666666667,"positive","positive","positive","positive"
"325","rn366881370","Wix_12","Hertfordshire","25 reviews","Amazing !",5,"24/04/2016","This was the high light of our stay..breath taking !Go before 9.30 .. Miss the crowds which is very important and it's free!..",121,"Amazing !. This was the high light of our stay..breath taking !Go before 9.30 .. Miss the crowds which is very important and it's free!..",23,3,0.625,0.625,0.625,0.59375,"positive","positive","positive","neutral"
"326","rn366756172","Farfallavero","Catania, Italy","21 reviews","Beautiful Mosque-Cathedral",5,"24/04/2016","Went on a tour with Julia Travel and had a wonderful and very knowledgeable tour guide. The walking and free time was comfortable and just enough. Terrific and I would not have missed this site.",121,"Beautiful Mosque-Cathedral. Went on a tour with Julia Travel and had a wonderful and very knowledgeable tour guide. The walking and free time was comfortable and just enough. Terrific and I would not have missed this site.",35,3,1,0.833333333333333,0.833333333333333,0.75,"positive","positive","positive","positive"
"327","rn366745663","Andrew S","Canmore, Canada","140 reviews","Mind bending experience",5,"24/04/2016","Absolutely unbelievable - an amazing masterpiece that still keeps me awake at night - nothing compares!!",122,"Mind bending experience. Absolutely unbelievable - an amazing masterpiece that still keeps me awake at night - nothing compares!!",16,1,1,1,1,0.75,"positive","positive","positive","positive"
"328","rn366637753","ShannonMAustinTX","Austin, Texas","36 reviews","Unexpected piece of history ",5,"23/04/2016","We had a private tour of this mosque that baca me a cathedral - what an amazing piece of history! It was beautiful that the Muslim architecture was left intact when the cathedral was added - wonderful experience that can't be missed!",122,"Unexpected piece of history . We had a private tour of this mosque that baca me a cathedral - what an amazing piece of history! It was beautiful that the Muslim architecture was left intact when the cathedral was added - wonderful experience that can't be missed!",42,2,1,1,1,0.75,"positive","positive","positive","positive"
"329","rn366501614","WarsawWanderer","Ottawa, Canada","236 reviews","Unforgettable, moving",5,"23/04/2016","This is without doubt the most amazing sight in Cordoba, and one of Spain's most amazing (which is saying a lot). The endless rows of arcades (some of which are held up by recycled ancient Roman columns) says a lot about the sophistication of the civilization the Arabs/Muslims created in Cordoba over 1,000 years ago. Visitors have to make up their own minds on the appropriateness of the Renaissance Christian cathedral inserted in the middle.",122,"Unforgettable, moving. This is without doubt the most amazing sight in Cordoba, and one of Spain's most amazing (which is saying a lot). The endless rows of arcades (some of which are held up by recycled ancient Roman columns) says a lot about the sophistication of the civilization the Arabs/Muslims created in Cordoba over 1,000 years ago. Visitors have to make up their own minds on the appropriateness of the Renaissance Christian cathedral inserted in the middle.",75,2,0.666666666666667,0.666666666666667,0.666666666666667,0.5,"positive","positive","positive","neutral"
"330","rn366498596","Geethajan","Muscat, Oman","166 reviews","A marvellous blend of two architecture.",4,"23/04/2016","This large cathedral is a real marvel with its huge size and arches everywhere. Part of the cathedral is in Neo Spanish style where as a small part is retained in pure Islamic style. The treasury area is also splendid.",122,"A marvellous blend of two architecture.. This large cathedral is a real marvel with its huge size and arches everywhere. Part of the cathedral is in Neo Spanish style where as a small part is retained in pure Islamic style. The treasury area is also splendid.",40,3,0.666666666666667,1,1,0.583333333333333,"positive","positive","positive","neutral"
"331","rn366451391","gdown64","Melbourne, Australia","52 reviews","Absolutely Awesome",5,"22/04/2016","How do you describe such an amazing place? I would put this down as one of the top five places I have visited anywhere.We went with a local guide which I'd recommend to others. There is too much to miss if you don't have one.The exterior is rather confusing. It makes the site look rather mundane but inside .... WOW.",122,"Absolutely Awesome. How do you describe such an amazing place? I would put this down as one of the top five places I have visited anywhere.We went with a local guide which I'd recommend to others. There is too much to miss if you don't have one.The exterior is rather confusing. It makes the site look rather mundane but inside .... WOW.",60,4,0.642857142857143,0.571428571428571,0.571428571428571,0.4,"positive","neutral","neutral","negative"
"332","rn366442279","RangerRick84","Ashburn, Virginia","40 reviews","Not to be missed",5,"22/04/2016","The history of this building...both a mosque and cathedral...and the architecture are amazing. Our daughter is studying in Spain and was able to serve as our ""unofficial"" tourist guide. We couldn't stop taking pictures and being awed!",122,"Not to be missed. The history of this building...both a mosque and cathedral...and the architecture are amazing. Our daughter is studying in Spain and was able to serve as our ""unofficial"" tourist guide. We couldn't stop taking pictures and being awed!",37,3,0.5,0.8,0.7,0.416666666666667,"neutral","positive","positive","neutral"
"333","rn366410744","bdburton1","Lancaster, United Kingdom","3 reviews","True mystical experience",5,"22/04/2016","Please if you want to visit religious sites and are in Andalusia and wonder what order you visit them leave Córdoba for last. If you only visit one then make it Córdoba as all the others pale into insignificance . It's hard to explain but even with hundreds of other people here you will find your own space. No photograph can do justice to this architectural gem. It really is a wonder of the world.",122,"True mystical experience. Please if you want to visit religious sites and are in Andalusia and wonder what order you visit them leave Córdoba for last. If you only visit one then make it Córdoba as all the others pale into insignificance . It's hard to explain but even with hundreds of other people here you will find your own space. No photograph can do justice to this architectural gem. It really is a wonder of the world.",75,5,0.6,0.5,0.6,0.45,"positive","neutral","positive","neutral"
"334","rn366397445","sbh405","La Herradura, Spain","13 reviews","Wonderful",5,"22/04/2016","Exquisite architecture, unbelievable craftsmanship, has to be witnessed, better than the Alhambra in our view",122,"Wonderful. Exquisite architecture, unbelievable craftsmanship, has to be witnessed, better than the Alhambra in our view",15,1,1,1,1,0.25,"positive","positive","positive","negative"
"335","rn366233028","Airna","Jakarta","28 reviews","Very interesting architecture",4,"22/04/2016","The history of this building is really interesting, used to be a church and turned to a mosque and back to a church. The design shows both of this religion were here and the combination of this design is really unique.",122,"Very interesting architecture. The history of this building is really interesting, used to be a church and turned to a mosque and back to a church. The design shows both of this religion were here and the combination of this design is really unique.",41,4,0.75,1,0.75,1,"positive","positive","positive","positive"
"336","rn366173916","Susan G","Massachusetts","30 reviews","Wow.",5,"21/04/2016","This place was fascinating. Well worth the 8 Euros admission. My friend and I did the audio guide for 3,50 - a little dry, but worth it in my opinion. A little chilly inside so make sure you have a light sweater or jacket!Very fascinating to learn the history of such an important place!!",122,"Wow.. This place was fascinating. Well worth the 8 Euros admission. My friend and I did the audio guide for 3,50 - a little dry, but worth it in my opinion. A little chilly inside so make sure you have a light sweater or jacket!Very fascinating to learn the history of such an important place!!",54,4,0.9,0.8,0.8,0.625,"positive","positive","positive","positive"
"337","rn366168543","Ken B","Denver, Colorado","9 reviews","Gorgeous Moorish architecture",5,"21/04/2016","On the one hand it is a shame the Christians messed with this Moorish beauty. On the other hand, the cathedral they built inside the mosque is stunning. But the mosque portion is dignified and serene, while the cathedral is very busy (not activity, decor).",123,"Gorgeous Moorish architecture. On the one hand it is a shame the Christians messed with this Moorish beauty. On the other hand, the cathedral they built inside the mosque is stunning. But the mosque portion is dignified and serene, while the cathedral is very busy (not activity, decor).",45,3,0.666666666666667,0.666666666666667,0.666666666666667,0.416666666666667,"positive","positive","positive","neutral"
"338","rn366104383","northwalesnaturist","Wales","252 reviews","Historic place - superb",5,"21/04/2016","A guided tour was superb. Centuries of history involved with examples of great Moorish and Christian architecture everywhere. Not to be missed",123,"Historic place - superb. A guided tour was superb. Centuries of history involved with examples of great Moorish and Christian architecture everywhere. Not to be missed",22,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"positive","positive","positive","positive"
"339","rn366089421","Alan M","London, United Kingdom","138 reviews","Amazing place",5,"21/04/2016","We weren't going to bother to visit this but just wander around the city which is lovely. However we made an effort to go at 10am and do a self guided walk: it's not to be missed.",123,"Amazing place. We weren't going to bother to visit this but just wander around the city which is lovely. However we made an effort to go at 10am and do a self guided walk: it's not to be missed.",37,2,0.5,0.5,0.25,0.25,"neutral","neutral","negative","negative"
